Country,EPI 2000,EPI 2002,EPI 2004,EPI 2006,EPI 2008,EPI 2010,EPI 2012,EPI 2014,EPI 2016,EPI 2018,EPI 2020,CCPI 2008,CCPI 2009,CCPI 2010,CCPI 2011,CCPI 2012,CCPI 2013,CCPI 2014,CCPI 2015,CCPI 2016,CCPI 2017,CCPI 2018,CCPI 2019,CCPI 2020,2014 Sustainable Competitiveness,2015 Sustainable Competitiveness,2016 Sustainable Competitiveness,2017 Sustainable Competitiveness,2018 Sustainable Competitiveness,2019 Sustainable Competitiveness,2020 Sustainable Competitiveness,2014 Natural capital,2015 Natural capital,2016 Natural capital,2017 Natural capital,2018 Natural capital,2019 Natural capital,2020 Natural capital,2014 Resource Intensity,2015 Resource Intensity,2016 Resource Intensity,2017 Resource Intensity,2018 Resource Intensity,2019 Resource Intensity,2020 Resource Intensity,2014 Social capital,2015 Social capital,2016 Social capital,2017 Social capital,2018 Social capital,2019 Social capital,2020 Social capital,2014 Intellectual capital,2015 Intellectual capital,2016 Intellectual capital,2017 Intellectual capital,2018 Intellectual capital,2019 Intellectual capital,2020 Intellectual capital,2014 Governance ,2015 Governance ,2016 Governance ,2017 Governance ,2018 Governance ,2019 Governance ,2020 Governance ,GDP PER CAPITA PER CAPITA 2000 ,GDP PER CAPITA PER CAPITA 2001 ,GDP PER CAPITA 2002 ,GDP PER CAPITA 2003,GDP PER CAPITA 2004 ,GDP PER CAPITA 2005 ,GDP PER CAPITA 2006 ,GDP PER CAPITA 2007 ,GDP PER CAPITA 2008 ,GDP PER CAPITA 2009,GDP PER CAPITA 2010 ,GDP PER CAPITA 2011 ,GDP PER CAPITA 2012 ,GDP PER CAPITA 2013 ,GDP PER CAPITA 2014 ,GDP PER CAPITA 2015 ,GDP PER CAPITA 2016 ,GDP PER CAPITA 2017 ,GDP PER CAPITA 2018 ,GDP PER CAPITA 2019 ,GDP PER CAPITA 2020 ,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Continent_Name,Continent_Code,Country_Name,Two_Letter_Country_Code,Country_Number
India,35.32,35.03,36.08,36.27,36.39,48.35,36.23,31.23,53.58,30.57,27.6,62.4,62.1,63.1,64.1,58.6,60.77,57.16,56.97,58.19,59.08,60.02,62.93,66.02,37.98,37.74,36.93,40.48,39.52,39.49,42.36,30.39,28.75,28.18,32.39,29.63,30.67,35.3,30.39,33.74,37.57,42.36,37.32,44,50.64,39.73,39.27,46.72,45.5,40.86,40.53,37.79,30.76,32.14,34.37,34.45,34.69,32.1,35.68,54.24,54.78,47.97,52.1,48.55,50.13,52.41,2095.65,2206.45,2287.63,2472.1,2695.89,2953.11,3237.29,3525.31,3650.94,3912.42,4236.74,4493.67,4861.16,5057.23,5233.88,5464.86,5839.86,6182.92,6675.36,6997.86,6454.35,IND,"Population, total",SP.POP.TOTL,450547675,459642166,469077191,478825602,488848139,499123328,509631509,520400577,531513834,543084333,555189797,567868021,581087255,594770136,608802595,623102900,637630085,652408766,667499815,682995348,698952837,715384997,732239498,749428958,766833411,784360012,801975250,819682095,837468938,855334675,873277799,891273202,909307018,927403866,945601828,963922586,982365248,1000900028,1019483586,1038058154,1056575548,1075000094,1093317187,1111523146,1129623466,1147609924,1165486291,1183209471,1200669762,1217726217,1234281163,1250287939,1265780243,1280842119,1295600768,1310152392,1324517250,1338676779,1352642283,1366417756,1380004385,Asia,AS,"India, Republic of",IN,356
Indonesia,47.48,48.45,49.6,50.28,51.94,44.61,52.29,44.36,65.85,46.92,37.8,57.6,53.8,54.9,59.7,57.2,57.07,56.24,59.57,58.21,58.86,48.94,48.68,44.65,46.1,45.24,45.05,44.7,44.91,45.38,47.44,48.44,47.11,44.78,44.67,42.08,42.73,46.78,48.44,37.57,45.14,44.28,45.2,44.45,45.58,39.54,39.4,41.69,49.83,42.56,43.96,43.95,41.11,36.52,33.53,33.9,37.01,41.07,41.79,63.75,65.61,62.57,57.95,58.98,54.72,59.11,4743.94,4956.36,5190.37,5465.26,5816.18,6254.61,6708.58,7229.54,7710.67,8021.75,8505.75,9095.74,9713.9,10067.47,10278.18,10247.21,10494.47,10935.63,11644.76,12311.5,12073.46,IDN,"Population, total",SP.POP.TOTL,87751066,90098396,92518373,95015295,97596728,100267070,103025423,105865576,108779926,111758566,114793179,117880146,121017316,124199693,127422198,130680730,133966940,137278057,140621731,144009844,147447834,150938222,154468235,158009248,161523353,164982452,168374287,171702756,174975953,178209147,181413398,184591897,187739786,190851184,193917458,196934257,199901231,202826444,205724597,208615171,211513822,214427419,217357790,220309473,223285666,226289468,229318262,232374239,235469755,238620554,241834226,245115988,248451714,251805314,255128076,258383257,261556386,264650969,267670549,270625567,273523621,Asia,AS,"Indonesia, Republic of",ID,360
Iran,,,,,,,,,,,,,,,,,,,,,,,,,36.95,34.62,37.51,40.94,41.66,42.65,45.35,30.23,30.10,34.96,36.88,32.18,34.55,42.21,30.23,26.17,32.18,36.44,43.77,39.25,35.29,30.36,29.76,41.84,43.13,35.03,38.39,43.07,50.22,39.43,38.73,43.56,47.49,45.96,49.97,46.07,47.64,50.01,51.20,54.35,55.08,56.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,25.58,25.57,25.47,25.85,25.22,41,25.32,33.39,63.97,43.2,39.5,,,,,,,,,,,,,,32.32,31.37,33.36,30.23,33.12,34.62,33.89,30.66,28.84,33.01,25.26,25.66,25.15,30.57,30.66,31.88,35.29,38.99,41.78,43.31,35.57,31.74,32.62,37.38,46.6,33.54,33.16,31.6,24.07,23.7,24.14,17.82,24.46,26.93,24.38,41.32,39.83,39.82,35.42,38.77,44.57,47.34,11058.47,11162.53,10107.29,6339.84,9731.94,9972.28,10646.22,10953.53,11883.37,12127.63,12717.02,13515.55,15163.35,15535.35,13888.08,9763.9,9428.61,10719.01,10594.62,11012.05,9763.51,IRQ,"Population, total",SP.POP.TOTL,7289753,7475349,7674217,7888910,8122199,8375795,8651162,8947397,9260687,9585585,9917978,10255853,10599661,10950888,11312062,11684579,12068675,12462059,12860678,13259107,13653348,14044115,14432466,14815653,15190396,15555807,15909764,16257072,16612319,16994942,17419113,17889457,18402740,18955087,19539348,20149342,20783073,21439579,22114330,22802061,23497589,24208178,24931922,25644503,26313838,26922279,27448124,27911242,28385739,28973157,29741977,30725305,31890012,33157061,34411949,35572269,36610632,37552789,38433604,39309789,40222503,Asia,AS,"Iraq, Republic of",IQ,368
Ireland,54.42,55.25,56.34,57.65,58.33,67.11,58.69,74.67,86.6,78.77,72.8,46.4,55.6,54.9,59.8,60.9,67.48,65.01,65.15,62.65,59.02,38.74,40.84,44.04,49.88,50.82,53.95,55.43,55.53,53.62,56.76,49.36,51,54.01,48.79,48.86,46.42,45.41,49.36,46.13,52.67,53.96,48.71,58.39,64.41,55.57,56.2,28.53,33.1,49.06,49.65,52.88,53.97,50.95,55.91,55.78,56.52,47.18,52.24,45.65,49.83,54.77,68.67,66.15,66.46,68.85,30192.31,32560.21,35211.19,36235.06,38683.7,40448.21,44172.72,46730.97,44248.46,41566.74,43316.41,44887.85,46253.47,47885.31,51154.46,69042.77,71697.53,78655.63,84910.55,89431.4,93612.17,IRL,"Population, total",SP.POP.TOTL,2828600,2824400,2836050,2852650,2866550,2877300,2888800,2902450,2915550,2932650,2957250,2992050,3036850,3085950,3137500,3189550,3238050,3282200,3329100,3373750,3412800,3453000,3485800,3510600,3532423,3538082,3539690,3540057,3524949,3511009,3513974,3534235,3558430,3576261,3590386,3608841,3637510,3674171,3712696,3754786,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4580084,4599533,4623816,4657740,4701957,4755335,4807388,4867316,4934340,4994724,Europe,EU,Ireland,IE,372
Israel,54.07,53.78,54.69,55.04,54.75,62.43,54.64,65.78,78.14,75.01,65.8,,,,,,,,,,,,,,43.74,43.47,45.12,47.22,47.78,47.47,48.9,32.47,31.16,31.88,24.35,24.13,24.88,31.58,32.47,30.84,38.81,41.91,51.93,43.61,44.05,46.21,46.12,47.76,41.47,45.87,47.11,47.2,59.68,54.61,60.03,63.04,64.31,60.79,62.05,50.27,54.63,51.81,61.32,61.37,60.98,59.62,24998.38,24975.34,25284.82,23886.74,25254.73,24854.38,25706.58,27499.18,27462.73,27490.98,28825.65,30486.85,31693.05,34152.3,34267,35475.18,37794.81,38833.97,40343.1,41947.59,41854.93,ISR,"Population, total",SP.POP.TOTL,2114020,2185000,2293000,2379000,2475000,2563000,2629000,2745000,2803000,2877000,2974000,3069000,3148000,3278000,3377000,3455000,3533000,3613000,3690000,3786000,3878000,3956000,4031000,4105000,4159000,4233000,4299000,4369000,4442000,4518000,4660000,4949000,5123000,5261000,5399000,5545000,5692000,5836000,5971000,6125000,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9216900,Asia,AS,"Israel, State of",IL,376
Italy,63.24,67.49,68.35,69.08,69.53,73.05,68.9,74.36,84.48,76.96,71,47,47.1,48,52.7,55.4,61.26,62.9,61.75,62.98,60.72,59.65,58.69,53.92,46.41,45.92,46.62,49,50.23,49.92,51.61,44.4,44.7,46.42,40.56,40.42,41.06,41.37,44.4,38.46,40.11,50.38,51.53,52.11,54.6,46.62,48.32,35.61,45.36,50.75,52.17,53.16,48.92,44.84,49.31,51.95,53.07,48.82,50.9,50.7,53.28,49.43,52.19,53.49,55.43,58.01,27084.19,28045.86,28736.58,29166.83,29530.22,30130.64,32410.18,34099.79,35523.27,34628.4,35185.29,36598.01,36486.3,36314.7,36194.87,36899.39,39926.95,41581.12,43123.61,44850.93,41839.99,ITA,"Population, total",SP.POP.TOTL,50199700,50536350,50879450,51252000,51675350,52112350,52519000,52900500,53235750,53537950,53821850,54073490,54381345,54751406,55110868,55441001,55718260,55955411,56155143,56317749,56433883,56501675,56543548,56564074,56576718,56593071,56596155,56601931,56629288,56671781,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60730582,60627498,60536709,60421760,59729081,59554023,Europe,EU,"Italy, Italian Republic",IT,380
Jamaica,51.97,52.34,52.48,52.81,53.11,58.04,54.36,58.26,77.02,58.58,48.2,,,,,,,,,,,,,,39.58,36.82,37.8,37.28,37.76,38.97,42.5,30.68,28.56,26.22,28.03,30.66,31.15,38.56,30.68,46.32,53.82,47.73,42.14,50.68,55.18,41.28,40.63,50.68,36.19,33.64,34.5,38.55,43.31,29.14,40.15,33.77,34.02,33.77,38.29,39.1,39.44,34.94,44.89,40.49,44.74,41.91,6355.85,6533.37,6723.68,7056.15,7300.06,7553.2,7965.48,8255.17,8306.5,7966.13,7900.2,8159.88,8187.19,8442.98,8545.1,8792.06,9194.16,9600.1,9968.59,10190.47,9221.59,JAM,"Population, total",SP.POP.TOTL,1628524,1651067,1676500,1703660,1730739,1756508,1780522,1803324,1825873,1849658,1875637,1904281,1935089,1966978,1998313,2028019,2055371,2080824,2105903,2132784,2162839,2196921,2234062,2271735,2306367,2335510,2358165,2375400,2389415,2403464,2419901,2439329,2461047,2484583,2509042,2533705,2558631,2583914,2608874,2632677,2654698,2674706,2692843,2709438,2725017,2740000,2754414,2768229,2781869,2795839,2810464,2825932,2842128,2858710,2875137,2891024,2906242,2920848,2934853,2948277,2961161,North America,,Jamaica,JM,388
Japan,59.68,62.14,62.46,63.04,63.26,72.54,63.36,72.35,80.59,74.69,75.1,46.9,47.1,50.9,53.1,51.1,52.1,47.21,45.07,37.23,35.93,35.76,40.63,39.03,53.33,52.06,51.95,52.8,52.32,51.13,52.48,45.66,46.6,44.18,41.39,36.87,37.97,38.42,45.66,29.72,33.65,45.06,47.58,48.29,44.93,55.29,56.82,32.77,32.32,54.25,54.96,57.88,64.75,61.61,65.71,63.24,64.97,62.33,65.72,69.41,65.53,57.82,57.98,58.99,52.08,55.46,26838.69,27472.55,28160.11,28924.68,30348.04,31663.45,33090.2,34501.51,34798.77,33198.62,34986.99,35774.7,37191.39,38974.08,39179.16,40388.55,39964.28,40966.59,41695.64,42197.25,,JPN,"Population, total",SP.POP.TOTL,93216000,94055000,94933000,95900000,96903000,97952000,98851000,99879000,101011000,102219000,103403000,105697000,107188000,108707000,110162000,111573000,112775000,113872000,114913000,115890000,116807000,117661000,118480000,119307000,120083000,120837000,121482000,122069000,122578000,123069000,123478000,123964000,124425000,124829000,125178000,125472000,125757000,126057000,126400000,126631000,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000,126994511,126785797,126529100,126264931,125836021,Asia,AS,Japan,JP,392
Jordan,39.73,40.09,40.67,41.42,41.92,56.11,42.16,55.78,72.24,62.2,53.4,,,,,,,,,,,,,,37.94,37.06,38.55,39.55,38.24,37.68,39.52,27.14,24.53,20.22,21.93,20.83,23.86,29.07,27.14,33.63,39.31,43.19,66.62,45.53,47.43,48.25,47.37,37.6,38.48,43.19,43.66,41.42,41.8,41.18,42.55,38.14,34.49,33.18,33.13,39.07,38.58,40.13,51.32,47.35,42.15,46.55,5937.21,6271.09,6611.77,6864.41,7452.62,8043.57,8619.91,9171.45,9565.49,9628.06,9460.29,9402.62,9189.19,9322.3,9181.05,9464.68,9445.92,10003.57,10253.82,10497.3,10355.63,JOR,"Population, total",SP.POP.TOTL,933102,973983,1010647,1050212,1102404,1173603,1267063,1378995,1500168,1617427,1721315,1809193,1883923,1948443,2007735,2065916,2123180,2179361,2237936,2303116,2377997,2464870,2563525,2671413,2784457,2900055,3015294,3131800,3256552,3399333,3565888,3760493,3977667,4201559,4410357,4588842,4732848,4848536,4943975,5031754,5122495,5217328,5317514,5434036,5580241,5765639,5991547,6255290,6556473,6893258,7261541,7662858,8089963,8518992,8918822,9266573,9554286,9785840,9965322,10101697,10203140,Asia,AS,"Jordan, Hashemite Kingdom of",JO,400
Kazakhstan,34.63,32.98,33.1,32.57,32.54,57.3,32.94,51.07,73.29,54.56,44.7,44.6,40.6,41.4,42.5,38.1,39.96,37.64,37.72,32.97,36.87,28.17,36.47,33.39,44.2,43.11,46.21,45.54,47.21,44.92,47.11,39.43,39.84,46.46,39.81,41.5,42.58,52.3,39.43,22.81,31.38,30.73,49.38,33.63,33.02,47.16,46.22,42.35,42.75,52.3,50.91,49.04,48.02,46.22,49.13,49.29,50.32,41.53,45.47,59.96,60.43,54.44,57.21,59.72,55.95,55.7,7733.79,8985.66,10021.9,11119.89,12428.84,13934.72,15725.35,17384.92,17968.24,17962.83,19225.08,20779.44,22032.17,24504.77,24726.47,23224.12,23818.82,24862.97,26157.66,27466.22,26728.54,KAZ,"Population, total",SP.POP.TOTL,9934564,10349422,10756931,11147860,11511856,11841926,12132560,12385706,12611432,12824614,13036140,13250211,13463985,13673014,13869975,14050227,14212145,14359629,14499957,14643133,14796175,14958897,15128090,15303316,15483411,15665594,15852524,16039253,16205998,16249500,16348000,16451711,16439095,16380672,16145766,15816243,15578227,15334405,15071640,14928374,14883626,14858335,14858948,14909019,15012984,15147029,15308085,15484192,15776938,16092822,16321872,16557202,16792090,17035551,17288285,17542806,17794055,18037776,18276452,18513673,18754440,Europe,EU,"Kazakhstan, Republic of",KZ,398
Kenya,46.86,48.78,49.18,49.44,49.57,51.39,49.28,36.99,62.49,47.25,34.7,,,,,,,,,,,,,,38.56,37.86,40.95,43.7,43.72,43.37,46.52,36.56,35.79,35.43,36.1,35.12,34.17,35.68,36.56,51.53,58.91,63.17,57.06,66.33,69.55,31.85,32.28,47.43,45.62,36.21,37.9,40.27,35.99,26.76,34.5,39.61,37.83,36.05,38.91,40.69,42.93,43.53,43.42,42.8,42.4,48.19,1617.53,1669.33,1659.38,1693.26,1778.54,1889.79,2016.6,2152.22,2139.16,2166.33,2311.98,2437.88,2530.34,2767.4,3021.43,3361.98,3635.28,4046.23,4304.77,4512.98,4452.21,KEN,"Population, total",SP.POP.TOTL,8120082,8377693,8647002,8928510,9222692,9530163,9851453,10187487,10539909,10910677,11301394,11713046,12146070,12600799,13077341,13575898,14096258,14638887,15205381,15797771,16417203,17063870,17736326,18431760,19146403,19877078,20622560,21382111,22153685,22935088,23724574,24521714,25326080,26136217,26950508,27768297,28589456,29415660,30250488,31098763,31964557,32848569,33751746,34678781,35635267,36624897,37649039,38705934,39791984,40901798,42030684,43178270,44343469,45519986,46700063,47878339,49051531,50221146,51392570,52573967,53771300,Africa,AF,"Kenya, Republic of",KE,404
Kuwait,37.26,36.91,36.61,36.37,36.11,51.13,35.54,63.94,64.41,62.28,53.6,,,,,,,,,,,,,,39.97,39.71,42.14,41.16,36.94,36.37,41.15,36.75,37.34,29.65,30.24,26.91,27.08,35.49,36.75,21.55,33.58,36,44.06,30.64,27.33,54.96,57.53,40.13,38.15,43.67,43.38,50.81,35.89,34.32,38.75,38.82,36.09,30.64,36.69,49.76,47.8,51.5,54.56,47.61,50.12,55.43,56179.3,55943.36,57617.54,68071.05,75700.7,83689.27,88660.52,91473.21,90096.44,79424.38,73965.97,78178.22,82680.41,78058.38,70082.46,47230.66,44685.5,50855.55,51690.57,51962.05,,KWT,"Population, total",SP.POP.TOTL,269026,300581,337346,378756,423900,472032,523169,577164,632911,688972,744444,798639,851918,905639,961773,1021725,1085866,1153573,1224063,1296077,1368680,1439334,1507636,1576975,1652150,1735278,1832302,1938916,2034850,2092786,2095350,2031297,,,,1605907,1626858,1710257,1831121,1951642,2045123,2103273,2136991,2161626,2200498,2270196,2373661,2504026,2656010,2821041,2991884,3168054,3348852,3526382,3690939,3835588,3956862,4056102,4137314,4207077,4270563,Asia,AS,"Kuwait, State of",KW,414
Laos,,,,,,,,,,,,,,,,,,,,,,,,,44.10,44.58,44.23,46.23,45.75,45.01,46.47,65.26,64.65,63.78,71.19,71.02,70.34,72.81,65.26,44.35,42.07,43.32,61.53,42.74,47.78,38.83,40.89,46.26,34.13,39.61,39.85,40.96,29.89,30.31,34.35,34.16,34.94,31.41,26.67,42.90,42.70,41.76,43.51,40.78,40.70,44.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,63.8,65.19,68.59,69.61,70.17,72.51,70.37,64.05,85.71,66.12,61.6,58.1,56.1,57.5,61.9,59.1,58.63,58.73,56.65,61.38,61.2,63.02,68.31,60.75,46.88,48.48,51,54.18,54.35,54.41,58.17,55.08,56.34,60.24,58.38,54.96,56.71,62.08,55.08,38.25,50.09,56.72,57.69,61.07,61.54,44.32,43.81,31.3,33.57,46.8,47.24,51.75,48.86,46.29,44.84,50.51,49.13,44.06,49.43,49.13,57.74,57.8,59.27,59.48,62.96,66.06,8033.31,9036.58,10068.68,11028.41,12239.67,13877.66,15799.45,18185.45,19519.63,16975.88,17656.51,19879.2,21407.52,22812.92,23803.81,24961.35,26710.1,28650.01,30799.43,32002.76,32019.22,LVA,"Population, total",SP.POP.TOTL,2120979,2152681,2181586,2210919,2240623,2265919,2283217,2301220,2323619,2343173,2359164,2376389,2395674,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1901548,Europe,EU,"Latvia, Republic of",LV,428
Lebanon,47.37,46.73,47.72,47.75,47.71,57.91,47.35,50.15,69.14,61.08,45.4,,,,,,,,,,,,,,38.88,39.63,39.75,36.79,37.06,37.29,37.93,31.55,32.41,28.62,18.36,19.64,20.5,26.48,31.55,30.08,34.58,40.63,49.79,44.42,39.89,48.91,48.01,34.98,44.54,46.93,47.75,44.52,41.54,44.92,47.96,32.34,33.37,33.46,35.94,42.53,42.73,37.4,46.59,41.59,40.33,42.85,8952.12,9146.93,9170.33,9189.07,9668,9955.02,10281.73,11522.56,12819.01,14095.57,14961.73,14669.42,14819.59,14976.78,15029.61,15067.77,15479.82,15987.65,15962.42,15166.98,12288.76,LBN,"Population, total",SP.POP.TOTL,1804935,1864613,1925295,1984999,2041231,2092374,2136617,2174732,2210769,2250454,2297436,2354046,2417837,2481943,2536772,2575746,2596409,2601734,2597202,2590911,2588928,2594299,2606148,2622072,2638056,2651992,2660873,2667957,2684682,2726438,2803032,2921700,3076133,3246129,3403359,3528379,3610663,3658425,3693514,3747762,3842774,3990999,4182205,4388378,4569377,4698761,4759760,4767347,4764745,4813026,4953064,5202022,5537620,5913016,6261046,6532681,6714281,6819373,6859408,6855709,6825442,Asia,AS,"Lebanon, Lebanese Republic",LB,422
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,37.30,38.21,38.91,40.01,39.24,38.65,41.31,49.16,47.58,43.37,42.30,42.72,46.88,49.34,49.16,38.46,51.87,53.33,45.75,55.39,50.63,29.18,32.60,40.95,45.32,27.23,27.97,34.66,26.52,29.95,26.44,32.83,32.30,27.34,31.87,42.47,42.47,38.97,40.67,39.09,35.66,40.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,39.44,37.75,36.17,39.72,39.24,38.06,41.38,54.19,54.66,49.49,54.22,55.80,55.23,56.01,54.19,34.99,43.07,53.20,42.51,49.82,54.87,38.71,37.54,49.37,38.27,37.95,36.88,37.72,24.87,22.08,21.28,18.92,16.68,20.22,23.46,41.39,39.47,30.80,35.67,35.95,28.18,34.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,40.48,40.04,38.95,37.40,38.51,36.59,41.75,44.53,44.83,42.05,36.44,36.54,36.42,42.06,44.53,30.26,37.89,36.20,42.15,37.32,46.05,43.39,46.00,36.24,30.16,43.88,43.17,41.92,32.40,29.26,29.57,25.67,33.96,28.74,37.49,48.33,49.87,38.95,44.00,40.73,37.30,41.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,52.89,52.36,53.08,53.55,52.65,57.06,,53.08,50.48,49.10,46.91,44.32,51.19,,39.71,37.64,48.06,38.58,53.75,56.36,,53.66,34.96,37.84,50.91,52.61,55.30,,62.19,59.28,55.30,55.29,51.52,56.52,,55.83,57.29,60.35,61.93,61.03,65.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,61.89,62.68,64.3,65.1,65.21,68.33,65.5,61.26,85.49,69.33,62.9,55.9,56.2,55.9,59.5,61.4,60.23,60.94,60.07,58.65,59.75,69.2,70.47,66.22,49.1,49.26,51.76,51.76,50.76,50.62,55.87,54.39,54.89,59.59,55.41,51.36,52.35,57.5,54.39,41.4,46.06,53.52,57.92,56.8,62.3,47.56,49.44,57.2,52.06,45.42,48.11,51.2,52.93,47.05,54.43,51.51,49.24,43,48.17,46.43,53.54,50.87,54.17,52.33,52.82,60.18,8449.57,9440.15,10480.72,12055.23,13019.57,14510.53,16461.79,19071.44,20721.01,18130.06,20112.1,22884.82,24703.69,26721.58,28184.47,28834.43,30925.17,33761.87,36346.4,38765,38734.73,LTU,"Population, total",SP.POP.TOTL,2778550,2823550,2863350,2898950,2935200,2971450,3008050,3044400,3078850,3107321,3139689,3179041,3213622,3244438,3273894,3301652,3328664,3355036,3379514,3397842,3413202,3432947,3457179,3485192,3514205,3544543,3578914,3616367,3655049,3684255,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2801543,2794137,2794700,Europe,EU,"Lithuania, Republic of",LT,440
Luxembourg,68.82,68,68.18,68.69,69.28,67.83,69.2,83.29,86.58,79.12,82.3,39.2,40.4,42.8,48.3,55.2,59.56,60.27,57.25,62.47,62.86,55.54,59.92,60.91,51.59,52.84,53.78,53.63,53.18,54.45,57.95,45.24,44.72,48.23,42.62,39.75,40.2,46.85,45.24,42.29,49.97,58.62,39.05,63.53,68.28,62.63,62.26,38.59,52.76,56.24,57.22,58.87,60.17,59.33,52.51,52.12,54.54,49.69,51.84,48.17,55.61,55.21,56.37,54.32,61.62,63.92,55365.29,55895.62,58771.51,60043.96,64056.87,68220.06,77928.01,83960.98,86693.9,82321.87,85685.79,92005.02,91622.18,95590.54,101297.58,103722.99,110660.87,112308.17,116644.85,120962.19,118359.53,LUX,"Population, total",SP.POP.TOTL,313970,316845,320750,324100,327750,331500,333895,334995,335850,337500,339171,342421,346600,350450,355050,358950,360731,361358,362007,362856,364150,365225,365525,365622,365998,366706,368355,370750,373450,377100,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001,632275,Europe,EU,"Luxembourg, Grand Duchy of",LU,442
Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,38.68,38.72,43.22,44.31,45.62,47.20,50.42,44.81,45.72,45.93,38.96,44.18,44.70,51.55,44.81,27.44,35.00,41.99,57.32,45.57,49.29,43.96,41.31,38.35,50.15,45.90,49.31,51.95,29.96,34.45,41.85,42.82,44.36,42.22,43.05,40.78,44.66,50.98,52.28,48.13,54.20,56.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,37.02,35.47,36.72,38.59,37.36,37.40,39.23,59.11,58.80,55.52,57.60,59.31,58.50,60.72,59.11,36.45,45.44,44.37,41.97,46.74,50.88,35.96,33.90,40.70,39.83,38.17,35.79,33.55,18.81,17.25,15.26,14.45,11.28,14.10,15.01,34.13,30.97,32.32,34.74,31.45,31.89,35.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,36.70,36.10,37.56,39.10,36.74,37.34,39.90,49.89,46.20,42.84,48.49,45.97,47.42,46.90,49.89,35.29,46.81,48.04,40.36,49.89,55.34,36.76,37.57,39.01,41.19,35.91,36.36,42.33,25.74,29.70,30.98,29.33,20.57,18.08,19.46,36.85,31.72,32.59,31.26,31.78,34.96,35.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
